4266	5420	2.3
1080	9139	2.3
8438	5838	2.3
8068	7784	2.3
2563	1118	2.3
773	10096	2.3
5028	4968	2.3
7648	697	2.3
5606	6980	2.3
2570	7109	2.3
5746	601	2.3
2531	2797	2.32
7699	4127	2.34
856	6581	2.35
6934	9622	2.36
8207	4391	2.37
5968	0	2.38
7708	10276	2.39
7733	4498	2.39
5269	9087	2.4
4795	1782	2.4
3621	8907	2.4
3128	582	2.4
1950	6780	2.4
8686	9982	2.41
3897	7796	2.41
6934	9331	2.44
3272	2002	2.44
7183	707	2.44
4767	7954	2.44
4349	1470	2.44
4804	8368	2.46
6934	1316	2.46
6092	3370	2.46
7380	1116	2.46
858	2699	2.46
7267	862	2.47
5865	1869	2.47
6934	456	2.49
3155	4506	2.49
2488	5511	2.51
5276	896	2.52
68	9182	2.52
694	6955	2.52
6556	7513	2.52
5606	3830	2.52
7822	5811	2.54
4817	2900	2.55
3591	3544	2.55
3471	4567	2.57
6145	8602	2.57
8068	9053	2.59
3964	8222	2.59
7356	3154	2.59
6239	6796	2.59
8686	4492	2.6
7638	896	2.6
5626	4791	2.6
7581	7894	2.6
1644	4833	2.62
2847	2792	2.62
2449	6505	2.62
8488	6525	2.62
7581	511	2.62
6455	5550	2.62
7469	5550	2.62
3499	4047	2.64
6934	7123	2.64
3374	5123	2.64
5567	2163	2.66
7581	608	2.66
2535	4619	2.66
780	3225	2.68
3411	8382	2.68
1665	8156	2.68
7581	7216	2.68
4943	4708	2.69
4817	10393	2.7
1717	2608	2.7
6125	4391	2.7
3755	3777	2.7
290	1580	2.7
8584	4439	2.7
5360	7843	2.7
682	3785	2.7
411	1657	2.7
6721	4216	2.7
6721	7414	2.7
5240	4058	2.7
5240	1779	2.7
5213	3424	2.7
2563	2017	2.7
825	6102	2.7
496	4439	2.7
3160	6967	2.7
5660	2559	2.7
5660	80	2.7
5660	5889	2.7
1136	7078	2.7
2563	6777	2.7
7115	5996	2.7
754	2928	2.7
5118	3390	2.7
1943	188	2.7
4592	3530	2.7
14	10214	2.7
6080	3151	2.7
6204	2474	2.71
7186	1906	2.72
3556	5722	2.74
4074	6022	2.76
2095	1853	2.77
1546	8250	2.77
6785	9273	2.77
4370	7070	2.77
2793	8899	2.77
360	2881	2.78
5240	2410	2.78
4507	3441	2.78
277	6628	2.8
6950	7192	2.8
2563	8541	2.8
1610	8794	2.8
8135	6851	2.8
2565	3569	2.81
1886	7779	2.81
1644	1906	2.82
6577	4127	2.82
465	8118	2.82
5184	4567	2.82
2191	4713	2.82
6135	6211	2.82
6875	115	2.82
5240	5394	2.82
1103	2430	2.82
7500	1044	2.82
5074	9139	2.83
6721	10207	2.84
5660	6735	2.84
4817	1377	2.85
6960	1787	2.85
8339	3291	2.85
7581	1115	2.85
6781	8544	2.85
7581	1115	2.85
5274	7391	2.85
5606	3723	2.85
6473	5281	2.85
6797	4475	2.85
7691	8035	2.86
3385	3621	2.87
2509	1411	2.88
1256	5239	2.88
6785	8435	2.88
2951	1361	2.88
2240	5027	2.89
7106	7890	2.89
4405	1158	2.89
8488	8927	2.89
8544	6078	2.89
3128	780	2.89
1532	4248	2.89
7446	6285	2.89
6080	5270	2.9
1657	3383	2.91
8068	6645	2.91
192	7101	2.91
427	4637	2.91
6125	5254	2.92
6934	1876	2.92
1577	4905	2.92
3206	7355	2.92
4621	4325	2.92
4621	4325	2.92
482	6885	2.92
2241	896	2.92
2449	6450	2.92
1291	5045	2.92
4976	6133	2.92
5918	3630	2.92
5240	2410	2.93
1577	10388	2.94
1119	9520	2.95
2847	5681	2.96
607	1803	2.96
7887	7185	2.96
7049	1014	2.96
663	1483	2.96
8180	5861	2.96
1079	9955	2.96
2329	2018	2.98
4283	4708	2.99
7762	9273	2.99
4412	5616	3.0
5563	9380	3.0
2468	3606	3.0
6744	4707	3.0
8293	2508	3.0
1641	8959	3.0
1645	8637	3.0
6673	1231	3.0
3763	1452	3.0
3058	865	3.0
5005	6910	3.0
5033	2555	3.0
8151	5430	3.0
7772	6016	3.0
4018	5062	3.0
986	3846	3.0
3156	2393	3.0
2825	8348	3.0
3065	4708	3.0
1790	4757	3.0
5661	1823	3.0
2797	9743	3.0
1288	8693	3.0
5660	4363	3.0
7581	1124	3.0
170	8751	3.0
429	2281	3.0
8660	4825	3.0
6861	6851	3.0
2685	4360	3.0
4753	8382	3.0
2820	1470	3.0
770	7021	3.0
1969	9213	3.0
2135	434	3.0
2135	9457	3.0
7733	2402	3.0
6447	2266	3.0
2627	9761	3.0
4705	3926	3.0
3499	10102	3.01
4652	4304	3.02
7726	7694	3.02
6085	8385	3.02
8138	107	3.03
7787	4577	3.03
2427	1081	3.03
6469	8425	3.04
5218	4436	3.04
1165	3266	3.04
2509	6061	3.05
2873	10182	3.05
6934	518	3.05
8661	2876	3.05
682	4427	3.05
6022	7554	3.05
6763	4325	3.05
3128	8955	3.05
753	122	3.05
569	2835	3.06
7581	8405	3.06
8120	4922	3.06
7581	8405	3.06
7581	5091	3.06
5788	3086	3.06
2098	4355	3.06
2251	10285	3.07
6976	6996	3.07
4154	7261	3.08
2341	2230	3.08
2846	9380	3.09
1125	2876	3.09
627	2170	3.09
3478	2399	3.1
3214	8183	3.1
7139	4633	3.1
6982	10244	3.1
4822	5369	3.1
5974	6123	3.1
7431	6802	3.1
696	9149	3.1
2535	6129	3.1
5833	6186	3.1
6722	6606	3.11
7567	7848	3.11
8068	6598	3.11
5936	6005	3.11
4700	8600	3.11
7805	1234	3.11
1934	8950	3.11
2976	4668	3.11
8123	2876	3.11
3864	5404	3.11
4774	4061	3.11
2509	8015	3.12
569	2835	3.12
2951	3853	3.12
5522	9783	3.13
4433	6727	3.14
2825	9482	3.14
4469	5415	3.15
6236	1388	3.15
561	1278	3.15
406	1278	3.15
406	1278	3.15
6565	2876	3.15
5393	5280	3.15
7731	2117	3.15
7230	3489	3.15
3619	5916	3.15
1392	6133	3.15
694	1586	3.16
5009	999	3.16
8488	9845	3.16
4466	3	3.16
5501	1484	3.16
2909	145	3.16
3902	8472	3.17
7549	2528	3.17
5842	10009	3.17
2115	46	3.18
7730	3399	3.18
1020	3377	3.18
3528	7059	3.18
2847	5488	3.19
3188	5705	3.19
5606	10023	3.19
5988	2876	3.2
4905	7178	3.2
7730	921	3.2
2825	3426	3.2
54	8019	3.2
7606	896	3.2
4138	3362	3.2
6721	4707	3.21
8235	9878	3.21
5471	1268	3.22
7367	7345	3.22
7488	2654	3.22
7736	1155	3.22
3490	1759	3.22
889	107	3.22
3245	9182	3.22
2627	3389	3.22
5857	5171	3.23
427	4637	3.23
965	6914	3.24
505	999	3.24
3175	5072	3.24
5274	9740	3.24
2535	4826	3.24
6878	4110	3.26
5269	9265	3.26
8034	9139	3.26
8521	960	3.26
2225	2641	3.27
4142	8908	3.27
8435	6657	3.28
7325	10204	3.28
1487	2688	3.28
3155	6776	3.28
2909	3539	3.28
5719	4843	3.28
5988	9182	3.29
7381	8760	3.29
6236	4742	3.3
6125	5415	3.3
6934	390	3.3
8556	1047	3.3
8556	8486	3.3
1817	6892	3.3
1817	2198	3.3
3917	999	3.3
6778	4217	3.3
4968	4121	3.3
3563	5386	3.3
5660	5203	3.3
5660	156	3.3
5660	1964	3.3
5660	9554	3.3
5660	4915	3.3
5660	8033	3.3
5660	7846	3.3
8421	2870	3.3
5999	5882	3.3
5362	9445	3.3
3954	8205	3.3
3893	10055	3.3
6975	4488	3.3
3232	3128	3.3
3232	853	3.3
3232	2153	3.3
3232	4237	3.3
7648	5197	3.3
1733	303	3.3
4357	552	3.3
1421	6083	3.3
689	3142	3.3
2627	8064	3.3
4275	3265	3.3
1172	7689	3.3
6069	4613	3.3
3155	5627	3.31
427	4637	3.31
4705	614	3.31
7762	8435	3.32
465	2800	3.33
5284	3701	3.33
1103	4436	3.33
5741	1087	3.34
1280	896	3.34
4400	5388	3.34
4224	3785	3.34
1825	10072	3.35
7207	1167	3.35
7411	4164	3.35
2685	5899	3.35
2951	3115	3.35
4506	2009	3.35
2551	9639	3.36
3336	9322	3.36
8430	1545	3.36
2856	1554	3.36
552	10107	3.36
4279	5171	3.36
489	965	3.37
1807	5948	3.37
3806	10376	3.37
919	5016	3.38
3038	4994	3.38
7305	4778	3.39
3603	4192	3.39
8208	2176	3.39
3058	9474	3.4
4817	7569	3.4
5830	3523	3.4
7245	5391	3.4
1846	5369	3.4
6749	5369	3.4
4672	10193	3.4
2827	3212	3.4
4588	3489	3.4
3628	6536	3.4
2329	2334	3.4
7647	9274	3.4
3386	5778	3.4
5325	10285	3.41
3980	7169	3.41
2440	3388	3.42
4466	8890	3.42
3809	4448	3.42
5254	1402	3.42
4624	4422	3.42
6929	5295	3.42
7386	6251	3.42
7311	163	3.43
8240	6832	3.43
1249	8656	3.43
5521	336	3.43
7386	9648	3.43
8034	6851	3.43
3181	7450	3.43
2825	1852	3.44
501	6374	3.44
1407	2288	3.44
397	8211	3.45
2128	1309	3.46
2414	1994	3.46
5269	1093	3.46
5269	1093	3.46
2775	5280	3.46
5421	2267	3.46
5594	8833	3.46
7236	9800	3.46
3133	1217	3.46
6968	2732	3.46
3864	5404	3.46
7153	7178	3.46
4949	149	3.46
3155	6905	3.47
5660	2216	3.47
2552	4779	3.47
7678	5099	3.47
4707	7485	3.48
6195	9744	3.48
7245	4406	3.48
7664	870	3.48
219	8711	3.48
7899	9182	3.49
4469	508	3.49
7787	7837	3.49
1825	6282	3.49
5211	10209	3.49
2411	4575	3.49
3291	6234	3.49
2477	8376	3.5
5689	6110	3.5
4774	5464	3.5
7899	8408	3.51
682	5216	3.51
3133	3953	3.51
1060	4704	3.51
4912	9216	3.52
8686	7118	3.52
5608	529	3.52
6837	2135	3.52
3058	7326	3.52
7539	6007	3.52
4191	7888	3.52
8400	3006	3.52
4085	10390	3.52
7716	2757	3.52
1447	6778	3.52
8604	2557	3.52
3137	964	3.52
2135	9223	3.52
2163	8714	3.53
7649	7937	3.53
2379	687	3.53
1095	1826	3.53
5660	369	3.53
4462	3585	3.53
2685	10077	3.53
149	5815	3.53
4241	5815	3.53
7336	4708	3.54
7519	8248	3.54
944	7054	3.54
5421	6608	3.54
6626	6608	3.54
5660	7285	3.54
7335	2855	3.54
8068	93	3.55
547	8534	3.55
5752	8534	3.55
4791	7680	3.55
1989	993	3.55
7783	7998	3.55
3449	2935	3.55
4882	8381	3.55
7364	5883	3.55
5706	2135	3.55
5363	9427	3.55
1860	5675	3.55
2179	40	3.56
956	8043	3.56
4217	6137	3.56
2685	4306	3.56
4393	2625	3.57
8605	5614	3.57
6433	7911	3.57
7720	9288	3.57
3923	3422	3.57
7336	4708	3.58
5517	5056	3.58
6931	3467	3.58
965	6914	3.59
8207	9182	3.59
1076	2602	3.59
8372	2602	3.59
3160	9909	3.59
3853	1921	3.59
4882	9308	3.59
4543	992	3.6
8032	5722	3.6
7107	9902	3.6
5115	4598	3.6
236	2539	3.6
8556	4976	3.6
136	2105	3.6
231	5386	3.6
2067	7317	3.6
1546	5375	3.6
8485	1276	3.6
876	7458	3.6
789	4379	3.6
7740	6001	3.6
3036	2063	3.6
1483	3142	3.6
1727	10278	3.6
1727	8638	3.6
4012	5171	3.6
6098	4127	3.61
2449	635	3.61
7049	2411	3.61
7815	4882	3.61
6721	6787	3.61
3992	8744	3.61
182	7095	3.61
5846	2092	3.61
4514	3995	3.61
4795	3897	3.62
5553	5546	3.62
954	4881	3.62
3531	7622	3.62
8332	5302	3.62
2639	2086	3.62
467	9379	3.62
6721	2588	3.63
1909	5806	3.63
7581	204	3.63
2293	7032	3.63
8562	9186	3.64
7493	6190	3.64
2622	5460	3.64
5254	5115	3.64
7828	7856	3.64
6763	1501	3.64
2115	4710	3.65
6985	2322	3.65
5609	3839	3.65
6495	9552	3.66
6278	5323	3.66
4481	6536	3.66
2541	3789	3.66
1592	1238	3.66
4772	5354	3.67
5240	2411	3.67
3138	3166	3.67
2050	2647	3.67
521	9566	3.67
7004	8867	3.67
2983	9484	3.67
6895	564	3.68
1774	6536	3.68
4502	9674	3.68
5106	8762	3.68
8445	5815	3.68
4060	5925	3.69
1930	3099	3.69
1852	1544	3.69
7678	10050	3.69
1924	7821	3.7
2509	8123	3.7
6662	5833	3.7
4029	4708	3.7
6250	8656	3.7
7790	3436	3.7
1416	977	3.7
5269	5697	3.7
5269	3829	3.7
5269	6530	3.7
2046	9325	3.7
7510	3016	3.7
5137	3010	3.7
1116	6736	3.7
3343	5689	3.7
4995	7722	3.7
3155	6214	3.7
3009	8084	3.7
6164	3544	3.7
6769	3544	3.7
5200	8186	3.7
2563	9489	3.7
788	9764	3.7
788	113	3.7
8164	4934	3.7
5348	155	3.7
3876	824	3.7
687	824	3.7
5605	7761	3.71
1168	7909	3.71
6751	2263	3.71
6662	3019	3.72
1125	3451	3.72
8557	6675	3.72
6875	115	3.72
3603	8660	3.72
2685	236	3.72
3848	958	3.72
3371	4623	3.72
1927	1085	3.73
8083	6308	3.73
7581	8886	3.73
4050	7723	3.73
7581	8886	3.73
860	3757	3.73
66	364	3.74
1550	1965	3.74
5252	7975	3.74
6897	8693	3.74
4466	2117	3.74
3155	382	3.74
3659	8545	3.74
2043	828	3.74
3436	553	3.74
8142	561	3.74
7125	6890	3.75
4849	5058	3.75
5116	4197	3.75
4624	1207	3.76
2997	3860	3.77
1873	5672	3.77
1989	6741	3.77
3343	4149	3.77
4868	8846	3.77
4466	2872	3.77
3133	8994	3.77
3155	2991	3.77
3372	8292	3.77
5605	2981	3.77
5087	1459	3.77
6865	4708	3.77
3139	2748	3.77
1593	2424	3.78
3599	13	3.78
5116	1725	3.78
7167	5540	3.78
6744	320	3.79
5067	4351	3.79
6232	1214	3.79
3804	9420	3.8
5225	8138	3.8
2677	2420	3.8
749	161	3.8
5807	10032	3.8
4073	1045	3.8
7715	5257	3.8
672	912	3.8
7678	4864	3.8
5360	7843	3.81
6433	5651	3.81
11	898	3.81
8090	1787	3.81
5199	5585	3.81
6893	2915	3.81
2366	7439	3.82
1920	745	3.82
1200	4063	3.82
3999	3720	3.82
1525	9364	3.82
2356	1787	3.82
2535	9836	3.82
951	7451	3.82
5794	4708	3.83
8269	4708	3.83
6102	6178	3.83
5606	7506	3.83
2405	9844	3.83
3660	8830	3.84
7695	965	3.84
5088	4578	3.84
372	6058	3.84
6222	5853	3.84
7155	2412	3.84
927	5596	3.84
5486	10260	3.84
3456	6125	3.84
2955	974	3.84
2628	5281	3.85
2628	5281	3.85
8395	5666	3.85
7983	3383	3.85
243	4708	3.85
4466	6563	3.85
4914	8865	3.85
3355	9255	3.86
5400	7640	3.86
261	7910	3.87
7219	9437	3.87
1095	967	3.87
3155	5622	3.87
1434	8496	3.87
1563	9111	3.87
4891	7518	3.88
7876	3471	3.88
3728	7068	3.88
775	2814	3.89
6349	1716	3.89
7183	5569	3.89
6040	3831	3.89
7334	300	3.89
6213	8779	3.89
4892	1663	3.89
3599	7201	3.89
4156	5171	3.89
1056	5961	3.9
8577	8131	3.9
386	9361	3.9
5605	5031	3.9
7390	9920	3.9
7219	9437	3.9
1168	5652	3.9
6572	8985	3.9
6572	8985	3.9
1727	2834	3.9
7403	9219	3.9
3839	5176	3.9
5717	2867	3.91
1374	7328	3.91
2566	894	3.91
2551	1480	3.92
6614	364	3.92
8083	1626	3.92
5574	6747	3.92
3199	7850	3.92
3026	6841	3.92
103	10165	3.92
7238	6723	3.92
6912	9080	3.92
5455	2781	3.92
4673	5922	3.93
5155	999	3.93
3599	7970	3.93
8436	9182	3.94
8557	9438	3.94
7871	4967	3.94
347	7298	3.94
4864	3854	3.94
3435	7533	3.94
5106	8874	3.94
4882	3534	3.94
4579	7557	3.94
8554	896	3.94
2902	5657	3.95
3467	5593	3.95
187	1786	3.95
763	2547	3.95
6375	5417	3.95
4951	4935	3.96
5398	2003	3.96
4492	6017	3.96
6421	2441	3.96
2208	8525	3.96
2466	7512	3.96
99	6587	3.96
4777	9657	3.96
1894	6788	3.96
927	8139	3.96
2685	4229	3.96
3408	4835	3.96
4758	5171	3.96
4705	7234	3.96
1469	8658	3.97
8678	2800	3.97
8282	6646	3.97
6721	8573	3.97
1527	5619	3.97
1412	9335	3.97
2102	6692	3.98
115	5632	3.98
1168	192	3.98
2796	2809	3.98
5988	6225	3.99
2396	7245	3.99
2253	6864	3.99
5099	6774	3.99
2229	9839	3.99
4075	1262	3.99
1432	626	4.0
2338	3342	4.0
4489	6355	4.0
2788	2800	4.0
4489	6355	4.0
8161	10313	4.0
5241	947	4.0
327	351	4.0
8633	953	4.0
2348	8240	4.0
5709	7583	4.0
259	8725	4.0
6271	1439	4.0
3482	6910	4.0
3163	8551	4.0
6217	10156	4.0
7245	6698	4.0
2889	4708	4.0
7578	5280	4.0
7692	10346	4.0
6995	7530	4.0
682	2741	4.0
3529	2016	4.0
1388	3208	4.0
2477	483	4.0
2632	1500	4.0
7334	8356	4.0
4956	7635	4.0
4956	8387	4.0
4956	851	4.0
1680	9808	4.0
2061	9039	4.0
4852	1787	4.0
2036	5317	4.0
6812	2772	4.0
4606	8668	4.0
89	5449	4.0
1622	3002	4.0
3373	4665	4.0
4764	3664	4.0
2027	739	4.0
6414	10107	4.0
4861	5090	4.0
405	2274	4.0
2627	7996	4.0
2918	5072	4.0
2842	2127	4.0
3660	345	4.01
7043	3717	4.01
7772	9894	4.01
1905	4439	4.01
4466	2119	4.01
4452	8844	4.01
2330	10225	4.01
4401	3732	4.01
501	3948	4.02
4891	5530	4.02
2415	2991	4.02
440	7536	4.02
2317	5112	4.02
3252	10206	4.03
682	2828	4.03
6433	9772	4.03
81	7802	4.03
3155	10195	4.03
8213	9502	4.03
5166	7084	4.03
5816	1639	4.03
1012	1287	4.03
6958	2722	4.03
5206	2800	4.04
3874	5280	4.04
2685	7079	4.04
1039	2311	4.04
2535	3884	4.04
7721	2121	4.05
5211	8788	4.05
1227	7680	4.05
6086	6248	4.05
4207	4039	4.05
4317	3960	4.05
3719	9474	4.05
5223	5588	4.05
4515	8439	4.05
6229	9177	4.06
3918	3178	4.06
7685	2368	4.06
6967	1609	4.06
3561	6248	4.06
7755	7836	4.07
2274	6399	4.07
7157	725	4.07
4674	97	4.07
3312	6930	4.07
1479	1260	4.07
3321	7827	4.07
8668	5074	4.07
3660	1269	4.07
3660	10265	4.07
1013	370	4.07
952	9309	4.07
2685	7901	4.07
1799	6398	4.08
2172	8132	4.08
7785	7115	4.08
6019	5994	4.08
2270	6701	4.08
26	4708	4.08
8136	5770	4.08
6609	1530	4.08
7581	6826	4.08
3563	5386	4.08
791	5471	4.08
8162	833	4.09
5734	5211	4.09
1298	3964	4.09
8421	1	4.09
1854	1229	4.09
3073	5432	4.09
7645	3523	4.09
5263	5316	4.09
7187	4909	4.09
1567	3757	4.09
6558	2784	4.1
5360	4610	4.1
1023	4947	4.1
4575	7230	4.1
3058	6727	4.1
3712	4579	4.1
6411	7985	4.1
2884	9192	4.1
5067	2870	4.1
6686	5727	4.1
3781	9287	4.1
4940	4884	4.1
5387	5883	4.1
5286	8377	4.1
3548	4925	4.1
412	2395	4.1
1349	2178	4.11
5904	9182	4.11
6450	6067	4.11
8557	118	4.11
2884	8375	4.11
3369	4114	4.11
5439	5280	4.11
5227	6641	4.11
4144	59	4.11
2777	5857	4.12
1612	8352	4.12
1768	8628	4.12
1416	4162	4.12
6721	5087	4.12
6737	10186	4.12
4323	5582	4.12
5547	7131	4.12
1527	3751	4.12
6489	6663	4.12
7784	4281	4.12
7440	8489	4.12
7007	8489	4.12
5576	3391	4.13
3504	9151	4.13
3782	2191	4.14
6588	8694	4.14
6121	8416	4.14
2553	5280	4.14
8223	4894	4.14
3622	4983	4.14
4359	9919	4.14
3768	262	4.14
2260	3078	4.15
5843	1778	4.15
3177	5205	4.15
5159	3802	4.15
5527	129	4.15
3924	4346	4.15
1809	349	4.15
4761	9645	4.15
7334	9575	4.15
5605	2958	4.15
2018	2374	4.15
4578	6713	4.15
5505	6728	4.15
8310	3844	4.15
2790	6394	4.16
7135	10134	4.16
7088	4760	4.16
3241	7315	4.16
3284	7574	4.17
4910	2860	4.17
3901	319	4.17
621	1005	4.17
3	6035	4.17
2592	1838	4.17
2685	6388	4.17
4020	8048	4.17
7363	2029	4.17
4075	8854	4.17
2384	7374	4.18
8479	2896	4.18
5660	8567	4.18
6879	7836	4.19
8110	9157	4.19
8069	2796	4.19
4910	10024	4.19
319	248	4.19
491	9119	4.19
1263	7964	4.19
388	4265	4.19
8391	4067	4.19
6209	6188	4.19
7931	9263	4.19
3345	7953	4.19
4131	9990	4.19
7959	7597	4.2
382	5727	4.2
7126	9099	4.2
4458	4802	4.2
1412	1783	4.2
7795	9536	4.2
2221	9651	4.2
3079	2807	4.21
1427	9254	4.21
7746	8417	4.21
1420	5525	4.21
5550	1616	4.21
5605	2718	4.21
1103	723	4.21
8399	6446	4.21
1172	247	4.21
5612	6155	4.22
965	8437	4.22
8161	3988	4.22
2810	4798	4.22
6293	9000	4.22
214	9294	4.22
7538	4467	4.22
8423	8166	4.22
5133	5735	4.22
6861	5861	4.22
5255	94	4.22
7314	6167	4.22
1988	1539	4.22
693	6323	4.23
693	6323	4.23
5679	9681	4.23
2490	5945	4.23
4309	3687	4.23
7678	3553	4.23
2449	6548	4.24
6415	5876	4.24
491	6133	4.24
6285	10025	4.24
6438	1368	4.24
8519	4086	4.24
4895	290	4.24
849	6988	4.25
7748	5397	4.25
4810	4655	4.25
8350	4205	4.25
5834	4429	4.25
5164	4246	4.25
4334	8687	4.26
6421	8355	4.26
1286	2324	4.26
4752	5171	4.26
433	6452	4.26
5619	435	4.26
7776	1551	4.27
5269	7052	4.27
1429	4195	4.27
4695	2125	4.27
4473	1937	4.27
3885	8871	4.27
92	8864	4.28
6276	10328	4.28
4101	5908	4.28
3032	83	4.28
5232	3415	4.28
3026	9351	4.28
8581	2826	4.28
7986	4072	4.28
32	476	4.28
6494	9806	4.28
2535	7549	4.28
818	5558	4.28
4538	8255	4.28
7275	965	4.29
5050	9469	4.29
2499	9617	4.29
1823	3376	4.3
430	7174	4.3
2826	3111	4.3
1023	2495	4.3
5568	4708	4.3
1403	6750	4.3
5491	4924	4.3
7324	4517	4.3
5194	6059	4.3
6118	10324	4.3
4709	1647	4.3
4709	5620	4.3
3155	7231	4.3
3232	4237	4.3
433	2149	4.3
6501	631	4.3
2271	8424	4.3
2011	2650	4.3
3483	646	4.3
2892	4834	4.3
8164	1204	4.3
2892	195	4.3
8113	8737	4.3
5806	9693	4.3
1614	7455	4.3
6165	6697	4.3
2535	10396	4.3
2276	5453	4.31
7639	248	4.31
7481	4062	4.31
7054	8046	4.31
2576	2406	4.31
3375	359	4.31
3375	1720	4.31
5605	8722	4.31
2808	10336	4.31
1507	7081	4.31
4876	5515	4.31
3943	7483	4.31
2583	7483	4.31
5953	2354	4.32
3285	740	4.32
7959	8783	4.32
5000	8400	4.32
5899	1836	4.32
4047	2084	4.32
6492	5873	4.32
2857	5764	4.33
1183	6907	4.33
491	9642	4.33
603	153	4.33
3405	2292	4.33
8161	3885	4.34
7328	6069	4.34
7811	3482	4.34
1727	4478	4.34
7780	3871	4.34
8250	4276	4.34
4185	4154	4.35
4185	2466	4.35
4054	10185	4.35
6717	7720	4.35
3800	5693	4.35
952	5083	4.35
7334	9458	4.35
2767	9960	4.35
1315	7113	4.36
6744	788	4.36
8681	4325	4.36
7175	4167	4.36
5000	3546	4.36
5905	6757	4.36
7679	5856	4.36
7515	5386	4.36
8149	7276	4.36
8528	6924	4.37
4348	9806	4.37
2017	6588	4.37
3553	5598	4.37
293	9107	4.37
4293	10318	4.38
1408	5865	4.38
2284	6852	4.38
7219	9136	4.38
4874	772	4.38
6277	5084	4.38
2555	834	4.38
927	4443	4.38
2238	6947	4.38
2338	5288	4.39
5269	3279	4.39
5000	7371	4.39
8480	6483	4.39
2555	2021	4.39
3623	5243	4.39
5832	31	4.39
7349	6473	4.39
8470	4743	4.39
6470	6125	4.39
3462	9760	4.4
3516	5740	4.4
7259	8233	4.4
3041	125	4.4
8151	8791	4.4
2856	329	4.4
425	6927	4.4
5440	3228	4.4
3726	3959	4.4
7430	3934	4.4
3642	1028	4.4
3155	8494	4.4
3982	6134	4.4
4942	9672	4.4
3167	7781	4.4
2667	1090	4.4
7145	1787	4.4
1988	10054	4.4
8440	4264	4.4
6706	6886	4.4
4824	4295	4.4
7699	7893	4.4
7497	7478	4.4
6681	9552	4.41
6495	9552	4.41
4846	64	4.41
6090	7523	4.41
3375	1720	4.41
7010	69	4.41
4895	4405	4.41
6150	2223	4.41
3335	3757	4.41
3733	5792	4.41
2375	817	4.42
1023	3989	4.42
4081	720	4.42
3862	5306	4.42
5773	7429	4.42
5518	3371	4.42
2879	5280	4.42
3449	260	4.42
492	8730	4.42
2327	8568	4.42
2276	2634	4.43
6282	3729	4.43
8421	4894	4.43
261	8445	4.43
